tweet_id,tweet,followers_count,verified,retweet_count,verified_in_support,verified_in_deny,support,deny,neutral,category,tense
544407157077467136,"An #ISIS ""lonewolf"" has taken around 30 people hostage in a Sydney and demanded to talk to the PM, according to Australian media reports.",2434098,1,119,0,0,8,2,8,rumours,1
544366934154678272,Islamic terrorist attack in Sydney. Hostages holding up a black flag with the Islamic creed on it. #SydneySiege http://t.co/8NE4o0coQ6,8487,0,120,0,0,0,1,2,rumours,1
544379738240720896,Sickening. Stay Safe Sydney. Praying hard for all the hostages inside x,652026,1,796,0,0,0,0,33,rumours,1
544374395540881408,Live coverage of the Sydney cafe hostage siege on @SkyNews and at http://t.co/1gMsZkOTjC http://t.co/C2nWo4mA5A,1732082,1,120,0,0,0,0,12,rumours,1
544384041391517697,Here's everything we know so far about the #sydneysiege. Dozens of hostages are being held. http://t.co/YqNdZrYJQQ http://t.co/rQJCIBxqsm,1732203,1,143,0,0,3,6,39,rumours,1
544287425380360193,"Developing: Hostage situation in Sydney, Australia. 

Updates: http://t.co/komxnGl3We

Video: http://t.co/6067SdLgHT http://t.co/LKSWfStPV1",80624,1,110,0,0,0,0,1,rumours,1
544512064694546432,GUNFIRE AND EXPLOSIONS CONTINUE AS POLICE STORM CAFE IN SYDNEY.,201578,0,126,0,0,0,0,9,rumours,1
544492454016475137,#BREAKING: The man at the centre of the #sydneysiege has been named as Man Haron Monis #ABCNews24,169678,1,128,0,0,2,0,11,rumours,1
544508666724876288,#BREAKING: A sixth hostage has escaped from the café in #MartinPl. #SydneySiege #9News,139772,1,135,0,0,2,0,2,rumours,1
544511736465072128,"BREAKING: Police storm Sydney siege cafe, heavy gunfire heard: Reuters witness and live TV pictures",5637513,1,496,0,0,3,0,5,rumours,0
544512910538838016,"UPDATE: Hostages fleeing #Sydney cafe held by Iranian gunman as explosions, gunshots are heard: http://t.co/WrPVZSJHlX",4636556,1,142,0,0,11,0,3,rumours,1
544296772592336896,"Sites evacuated now include State Library, Sydney Opera House, Channel 7 building in Martin Place. http://t.co/XrIutxD6Op #SydneySiege",307094,1,115,0,0,1,0,2,rumours,1
544352874969698305,#SYDNEYSIEGE: 3 people escape gunman-held Lindt Café http://t.co/1ZlzKDjvSf http://t.co/DJCj55u6qk,824772,1,116,0,0,4,0,3,rumours,1
544511773223968768,"BREAKING: Police have entered Sydney cafe as loud bangs, flashes seen on live stream. #sydneysiege",12295,1,113,0,0,1,0,2,rumours,1
544274934835707905,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,8175508,1,762,0,0,7,0,34,rumours,1
544271362022338560,"Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P",1148,1,208,0,0,3,1,14,rumours,1
544326741674967042,Uber criticized for “off the charts” surge pricing during hostage crisis in Australia. http://t.co/OgTn7iAO1W http://t.co/qdX0m3uzWc,152634,1,100,0,0,7,4,27,rumours,0
544510453201006592,BREAKING: Several more hostages flee from Sydney cafe after loud bang is heard.,4449183,1,484,2,0,11,0,6,rumours,1
544519694401941504,BREAKING: 2 people killed and 3 in serious condition as hostage siege at Sydney café ends -- Australian broadcaster. http://t.co/Cbx2v3sNMa,2926898,1,763,0,0,9,0,7,rumours,0
544349042952916993,"#Religion Of COWARDS-&gt;Hostages Forced Display Islamic Flag, Women Used AsShields http://t.co/VTKaSgZXv1 #sydneysiege http://t.co/Pn6268vCwd",26719,0,105,0,0,6,8,40,rumours,1
544284577318318080,"BREAKING PHOTO: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/z0qXKdiCnM",201978,0,169,0,0,5,1,8,rumours,1
544396563116589056,Police aware that hostages are posting gunman's demands on social media. #sydneysiege,150704,1,107,0,0,2,0,5,rumours,1
544372257674788864,JUST IN: 2 women have just run from Sydney cafe during ongoing hostage situation - @9NewsAUS http://t.co/n5vhI5DsZg,3776269,1,330,1,0,4,1,2,rumours,1
544370712639590400,#BREAKING: Two more hostages have just escaped from #sydneysiege,150565,1,190,0,0,2,0,3,rumours,1
544301900682629121,Police take down suspect in #MartinPlace. Unclear whether related to siege http://t.co/mHXj4Hbmr9 #Sydney http://t.co/udwnmov1Lb,116475,1,338,0,1,3,2,15,rumours,1
