tweet_id,tweet,followers_count,verified,retweet_count,verified_in_support,verified_in_deny,support,deny,neutral,category,tense
498430783699554305,Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. #Ferguson http://t.co/XG00R6w0k6,133554,1,288,1,0,3,0,19,rumours,-1
500298752469770240,"Shoot unarmed kid.
Conceal evidence.
Impose martial law.
Harass reporters.
Smear the victim.
Worst. Police. Ever.
#Ferguson #MikeBrown",61890,0,784,0,0,7,6,31,rumours,-1
500359377585704961,Police chief said officer who shot Brown didn't know about any robbery #ferguson,3066,1,202,1,0,4,2,13,rumours,-1
500320680810795009,"#Ferguson PD beat, &amp; charged innocent man with ""Property Damage"" for bleeding on officer's clothes @YourAnonNews  http://t.co/cdyvEIzZRw",97,0,395,0,0,1,1,4,rumours,-1
500300813835988992,"They wanted u 2 believe that #TrayvonMartin was a criminal, #EricGarner a criminal, #RenishaMcBride a thief, &amp; now #MikeBrown #Ferguson",214,0,310,0,0,2,1,12,rumours,-1
500237448798949376,JUST IN: #Ferguson Police Chief Thomas Jackson tells @RobinRoberts they will release the name of the police officer  today,3437024,1,191,0,0,9,1,10,rumours,-1
500388199064420352,"Hard to believe this guy assaulted a cop. 😂😂😂 

#Ferguson http://t.co/J86VLXnZF6",18644,0,385,0,0,4,6,15,rumours,-1
500328758201815041,Disgusting: MO chapter of Klan raising money as “reward” for the officer killing #MikeBrown. #Ferguson #UniteBlue http://t.co/xRCCazRSFs,14147,0,289,0,0,4,3,18,rumours,-1
500383514567925760,now shameful #ferguson police say Brown wasn't even a robbery suspect when he was shot. he was just an unarmed kid walking down the street.,1320790,1,259,0,0,0,2,15,rumours,-1
500285938824908801,"""Police in #Ferguson, once charged a man with destruction of property for bleeding on their uniforms while four of them allegedly beat him.""",2995,1,196,1,0,2,0,6,rumours,-1
500350777844457473,"#Ferguson cops beat innocent man, then charged him with bleeding on their uniforms http://t.co/JUQ3pKvbCm http://t.co/pByb9IUqew",722271,1,475,0,0,13,3,23,rumours,-1
499642374428307457,"Prayers out to mya, HU graduate who was shot while protesting in St. Louis! #MikeBrown #Ferguson http://t.co/J0OEIkJLHU",1865,0,108,0,0,0,0,2,rumours,-1
500288581081260032,"In 2009 #Ferguson PD beat a black man, then charged him for getting blood on their uniforms http://t.co/Y1QTm1BZyt http://t.co/KcuZ5VFMOn",1171,0,515,0,0,0,0,4,rumours,-1
500292806175236096,"The surveillance photos, the police report, and this witness account. #Ferguson http://t.co/Sbx9tfA5FA http://t.co/JGgtaXYOxz",99734,1,904,1,0,5,2,12,rumours,-1
498294367405477888,Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9,6238,0,568,0,0,2,4,13,rumours,-1
500357713260724224,"ICYMI: The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",108431,1,309,1,0,3,1,14,rumours,-1
499361662743220224,So #Ferguson Police can afford machine guns but they can't afford dash cameras for their squad cars? #interesting #MikeBrown,88,0,749,0,0,3,2,14,rumours,-1
500361302238564352,Key point: Officer Wilson was not aware that #MikeBrown was a robbery suspect. It will be key in establishing his state of mind. #Ferguson,101807,1,369,1,0,19,17,93,rumours,-1
500247666924986369,KKK already raising money for the police officer who shot and killed #MikeBrown - #Ferguson http://t.co/VWkZXjHF7V,18565,0,180,0,0,6,7,5,rumours,-1
500279160795721728,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE",11082,0,245,0,0,17,6,72,rumours,-1
500327120770301952,How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,15222,0,258,0,0,2,1,16,rumours,-1
500360018928353280,Lawyers for police in bad shootings often advise shooters not to write reports or even speak to commanders or investigators. #Ferguson,250431,1,310,1,0,2,6,15,rumours,-1
500332933098385408,"If you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. #Ferguson",220,0,229,0,0,1,2,6,rumours,-1
500278485001457664,BREAKING: #Ferguson police have identified Darren Wilson as the cop who shot and killed Michael Brown. More details to come...,7382,0,173,0,0,0,0,3,rumours,-1
500308708988301312,"The ""Robbery"" Incident Report released by #Ferguson PD today is sketchy at best. What stood out? NAMING #MikeBrown. How did they know?",8925,0,159,0,0,3,1,12,rumours,-1
500359075045990401,BOMBSHELL: #Ferguson chief says the police officer might not have even known about the robbery when he shot and killed Michael Brown.,7798,0,188,0,0,3,1,11,rumours,-1
500251535943942145,COUNTDOWN: One hour until #Ferguson police release the name of the officer that shot #MichaelBrown.,7975,0,226,0,0,2,0,7,rumours,-1
500309381930844160,Do you understand what I'm saying? How had they already determined #MikeBrown was the suspect when the #Ferguson report was written?,9000,0,164,0,0,1,0,17,rumours,-1
499381843955707904,The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,1574,0,481,0,0,6,9,47,rumours,-1
500389488217309184,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,32220,0,150,0,0,7,10,20,rumours,-1
498317138554150912,Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,1213,0,235,0,0,3,7,41,rumours,-1
500284699546517505,If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,15127,0,125,0,0,2,3,11,rumours,-1
499525020708634625,The woman injured last night... #Ferguson  http://t.co/MaOSd1iarV,107553,1,303,0,0,6,1,24,rumours,-1
500287815734013952,"The police chief is a 5 star general in projection, imagination and deflection...took a week to hatch this theory #Ferguson",184832,1,131,1,0,2,2,12,rumours,-1
500286293688193024,"So police narrative in #Ferguson is unarmed teen suspected in unarmed robbery was shot to death. We've still got a problem, Chief.",1723,0,168,0,0,2,1,11,rumours,-1
500277808883830784,"BREAKING: #Ferguson police chief just announced that officer Darren Wilson shot the unarmed teen, Michael Brown.",288854,0,123,0,0,3,1,10,rumours,-1
500397785246466048,#Ferguson Police: Video Shows Michael Brown Strong-Arming Store Clerk http://t.co/Nm8bHDdUz7 http://t.co/mgdyuatgFE,437276,1,107,1,0,4,8,33,rumours,-1
500287295485128704,"the police version is also that #MikeBrown approached the officer. But if he had JUST robbed a store, why approach police?? #Ferguson",1624,0,215,0,0,0,0,0,rumours,-1
500303238810574849,Someone with better eyes than me please #checkthedatestamp on the bottom left photo. Isn't that JUNE? #Ferguson http://t.co/PTNuxY2v5B,249,0,117,0,0,0,0,17,rumours,-1
500359323588239360,"The officer who shot #MikeBrown did NOT know he was a suspect in a robbery, according to #Ferguson police chief. They were not related.",35311,1,267,1,0,5,2,12,rumours,-1
498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,133545,1,1755,1,0,11,2,26,rumours,-1
500295333486657536,Look at his arrive time on the report. This man was still in the store. Exlplain this. #Ferguson #FergusonShooting http://t.co/caOWNddXxa,385,0,437,0,0,1,3,25,rumours,-1
500281856559161344,"I personally don't trust St. Louis County PD, and I think they waited all this time to forge and falsify evidence. #Ferguson #MikeBrown",18480,0,485,0,0,7,9,22,rumours,-1
500284377490665472,The surveillance tape the police have on TV DOESNT even look like anything near Canfield Green apts. #MIKEBROWN #Ferguson,6078,0,137,0,0,0,1,3,rumours,-1
499706705354448897,Swat team in #Ferguson have state mandated 'murder insurance' to protect them from lawsuits if they kill anyone.,114733,0,138,0,0,6,2,15,rumours,-1
500278045597368320,URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Ferguson http://t.co/D2HyKchWvq,722151,1,195,0,0,4,3,9,rumours,-1
500378338582884352,Anybody else thinks the #Ferguson police chief is just making this up as he goes along? This is beyond embarrassing. It's shameful!,283826,1,241,0,0,3,3,15,rumours,-1
500291013521334272,These surveillance images were taken at a convenience store 10 min. Before #MichaelBrown was shot Sat. #Ferguson http://t.co/mnReDcRfzz,1434,0,144,0,0,0,0,0,rumours,-1
500301519854379008,You release the robbery report and not the shooting report? Do you think we don't see you?#Ferguson PD?,3641,0,186,0,0,1,0,4,rumours,-1
500427786159681536,Police in #Ferguson once charged a man w/ destruction of property for bleeding on their uniforms after they beat him http://t.co/MRVP76sdUP,288881,0,210,0,0,1,1,16,rumours,-1
500299904817049600,"RT .@rolandsmartin: This is simple: IF #MikeBrown was a robbery suspect, why didn’t #Ferguson police say that on DAY ONE? Why wait six days?",1000580,1,253,1,0,8,1,11,rumours,-1
498254340310966273,"Michael Brown is the 17 yr old boy who was shot 10x &amp; killed by police in #Ferguson today. Media reports ""police shoot man"". #blackboysonly",1034,0,293,0,0,9,11,23,rumours,-1
500280422295937024,Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.,19134,1,139,0,0,2,1,11,rumours,-1
500266427840864256,#Ferguson PD expected to release the name of officer who killed Mike Brown shortly. Watch here http://t.co/7XiK3mhlzZ,9324,0,137,0,0,7,0,12,rumours,-1
500306187624407040,The day #Ferguson cops beat a man and charged him with getting his blood on their uniforms http://t.co/P2mW9Nu8pB … http://t.co/6kBUzLXzFY,23511,0,438,0,0,0,0,0,rumours,-1
500360094924931073,#Ferguson police chief says he released the robbery video because he was getting FOIA requests for it. How did anyone know to request it?,521,0,118,0,0,2,2,14,rumours,-1
499456140044824576,St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers &amp; Sheffingdell at about 1 a.m. Man in critical. #ferguson,2422,1,185,0,0,1,0,10,rumours,-1
500398504075071488,Is the Police Chief in #Ferguson changing the story?  https://t.co/8ujqp0lpb5,9301,1,233,0,0,7,8,27,rumours,-1
499530130487017472,A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG,133403,1,435,1,0,5,3,17,rumours,-1
500358061698347008,#Ferguson police chief now says that the robbery DOES NOT relate to the initial contact between Darren Wilson and Michael Brown,5104,1,138,1,0,2,1,3,rumours,-1
500277625773121536,"#Breaking: The officer involved in the shooting of Michael Brown is named Darren Wilson, #Ferguson police chief says.",4261501,1,108,0,0,1,1,2,rumours,-1
499497872564703233,"In case YouTube vid disappears, here's childhood friend on tonight's #Ferguson ""drive by"" #Bullshit #OpFerguson http://t.co/tkc6oIniUY",4476,0,163,0,0,1,0,1,rumours,-1
